Id,SalePrice
1461,136117.0838
1462,189065.3677
1463,167250.6316
1464,194446.8463
1465,224998.2008
1466,182337.6627
1467,184832.8098
1468,165348.6501
1469,205237.1412
1470,101908.8567
1471,214724.2688
1472,129416.4151
1473,101692.6103
1474,164478.3074
1475,149072.0625
1476,325417.2558
1477,266683.8057
1478,293464.5403
1479,276251.6092
1480,380621.935
1481,295139.101
1482,236035.7096
1483,182780.1808
1484,181683.6408
1485,182823.9391
1486,211160.7979
1487,325849.141
1488,266075.101
1489,198639.7224
1490,183520.7443
1491,203717.5911
1492,121347.0895
1493,197309.585
1494,287588.1293
1495,281263.766
1496,220984.5239
1497,199925.1093
1498,167581.4203
1499,167215.0465
1500,143710.1406
1501,157487.0369
1502,169599.1398
1503,269716.887
1504,257755.0591
1505,223749.5938
1506,217092.6277
1507,237589.9728
1508,215652.1058
1509,165591.5841
1510,139877.5698
1511,139214.0253
1512,160390.2417
1513,177228.3361
1514,158162.8946
1515,183834.4309
1516,169468.1968
1517,166287.9113
1518,170912.0298
1519,223297.5961
1520,131709.1544
1521,137695.3515
1522,177256.982
1523,95739.99543
1524,114574.3878
1525,112917.8785
1526,113295.4133
1527,95991.98492
1528,158216.5867
1529,143063.0895
1530,200228.3922
1531,113785.2082
1532,92759.1222
1533,148931.4957
1534,139996.6153
1535,138961.9625
1536,124330.7201
1537,48860.72751
1538,212113.8927
1539,241070.511
1540,145542.502
1541,169211.7519
1542,140316.7115
1543,219514.6382
1544,70425.74922
1545,128677.7837
1546,148303.0385
1547,123321.3767
1548,157959.4234
1549,130786.3259
1550,142010.0507
1551,142480.091
1552,146106.8115
1553,156086.6666
1554,133316.2541
1555,168316.9949
1556,117484.4732
1557,120021.9435
1558,127597.2756
1559,108549.489
1560,146649.4581
1561,130440.0028
1562,110923.3896
1563,111728.0629
1564,160760.9736
1565,142981.4335
1566,250448.6675
1567,80124.06483
1568,220938.1327
1569,103012.3408
1570,142841.4774
1571,99424.48879
1572,138893.1907
1573,235631.1742
1574,153208.3192
1575,206969.3817
1576,237377.9523
1577,194646.1018
1578,169525.346
1579,127570.5903
1580,209101.2815
1581,140502.6245
1582,114032.5392
1583,293248.322
1584,241136.6592
1585,137746.7938
1586,18396.17498
1587,99969.69481
1588,148391.4783
1589,97786.42344
1590,144049.9613
1591,68371.39863
1592,124325.7482
1593,133355.8561
1594,113402.3065
1595,122864.9655
1596,234777.1534
1597,176805.934
1598,198726.6025
1599,216819.6687
1600,224204.3281
1601,-369.8698994
1602,150455.9313
1603,81430.3562
1604,254232.706
1605,252635.2963
1606,181766.2414
1607,243784.9183
1608,220297.7696
1609,190363.8504
1610,125340.8567
1611,141950.5773
1612,160860.2161
1613,172608.1424
1614,110743.7299
1615,68217.30917
1616,60299.43694
1617,75553.05993
1618,106297.027
1619,132190.379
1620,203234.3026
1621,131280.9831
1622,149507.7947
1623,255634.616
1624,201412.751
1625,151905.4563
1626,184322.2337
1627,190832.042
1628,274771.7274
1629,179589.0822
1630,313349.5862
1631,244496.9164
1632,257065.6933
1633,186910.159
1634,170373.6667
1635,166344.8265
1636,157280.4887
1637,171512.8061
1638,233583.2599
1639,199058.2947
1640,259439.4694
1641,182411.4397
1642,212252.8702
1643,241026.9742
1644,244568.4334
1645,174219.5914
1646,159263.3661
1647,198514.3583
1648,143138.326
1649,126900.8335
1650,101431.7492
1651,102095.5549
1652,118211.016
1653,119491.4985
1654,164306.7565
1655,171158.3958
1656,157466.7675
1657,164337.3331
1658,163464.7529
1659,157062.0775
1660,134807.8715
1661,340715.4493
1662,325605.2693
1663,324814.5456
1664,393832.0267
1665,306820.8344
1666,292599.8597
1667,253282.7713
1668,313820.6183
1669,287509.2769
1670,316379.0558
1671,247979.8315
1672,356103.5999
1673,287413.5711
1674,278483.9495
1675,188016.7293
1676,190057.5079
1677,214663.6823
1678,396175.8678
1679,311596.1066
1680,309688.3466
1681,263819.3269
1682,271798.0908
1683,203774.6188
1684,185155.1367
1685,166904.4351
1686,184671.6112
1687,180713.0581
1688,206294.9053
1689,212603.0377
1690,191844.2534
1691,186741.524
1692,255807.3426
1693,176802.171
1694,167592.719
1695,169569.8791
1696,276084.046
1697,178636.9921
1698,310480.0374
1699,304585.6622
1700,240203.8409
1701,278699.1452
1702,286604.0219
1703,261656.316
1704,266234.8132
1705,248746.1243
1706,345099.6097
1707,213531.1994
1708,216552.2247
1709,305405.0836
1710,237264.9416
1711,252391.0319
1712,256865.4717
1713,238244.9933
1714,232916.5204
1715,211182.6137
1716,193517.3232
1717,189604.9199
1718,132526.082
1719,217729.6744
1720,270326.038
1721,198397.022
1722,107553.3144
1723,137945.2752
1724,219464.8396
1725,231570.1934
1726,175444.7439
1727,173176.0834
1728,195587.8847
1729,164475.7017
1730,164665.9311
1731,126388.9225
1732,135479.2752
1733,126654.7693
1734,129989.2816
1735,115329.5015
1736,103938.4735
1737,318990.8709
1738,228313.3622
1739,275298.3693
1740,207811.8356
1741,177143.8324
1742,157496.8651
1743,182201.1015
1744,286296.104
1745,239789.9896
1746,247072.2651
1747,249745.9021
1748,217214.8367
1749,159061.9697
1750,155241.8184
1751,250590.9987
1752,103843.272
1753,166727.815
1754,223022.3332
1755,172578.3661
1756,85542.02253
1757,104173.1398
1758,138366.2175
1759,170784.1663
1760,158696.2072
1761,154556.5122
1762,175869.1598
1763,176534.8376
1764,112814.9875
1765,199368.4643
1766,191153.4254
1767,201713.2518
1768,133653.9174
1769,203855.6796
1770,152522.5986
1771,127436.2909
1772,153620.2606
1773,102663.3329
1774,183475.7211
1775,150624.0428
1776,120123.8349
1777,95879.15669
1778,111169.8704
1779,121079.0113
1780,184593.24
1781,129803.1162
1782,50882.85225
1783,150506.1294
1784,72714.12356
1785,116979.0253
1786,167178.3102
1787,196764.1269
1788,-11804.9064
1789,115320.8752
1790,44204.8005
1791,242210.8254
1792,168585.2214
1793,160723.0247
1794,144245.5332
1795,155424.2029
1796,134879.012
1797,170075.2674
1798,115118.2677
1799,91004.95484
1800,107304.5382
1801,108677.6605
1802,177042.548
1803,175169.2333
1804,131843.6984
1805,139114.8655
1806,143766.94
1807,179074.608
1808,118699.4442
1809,104029.4035
1810,132364.6717
1811,90225.13428
1812,114675.264
1813,119752.5364
1814,77503.60628
1815,-5701.996181
1816,93834.14881
1817,123831.5504
1818,180941.2924
1819,136424.3174
1820,51667.11184
1821,150838.4414
1822,171810.1555
1823,19033.72116
1824,162163.7231
1825,131558.0246
1826,104603.8626
1827,108758.7256
1828,139932.923
1829,165426.3293
1830,186023.5816
1831,191040.4211
1832,142278.0144
1833,169432.6301
1834,163072.9598
1835,136385.6196
1836,174116.01
1837,62122.51249
1838,148359.2105
1839,66041.32369
1840,117088.9031
1841,130700.7818
1842,103541.8945
1843,138159.5772
1844,144186.5969
1845,153528.3299
1846,161032.2216
1847,164274.3106
1848,-18457.81381
1849,100317.6589
1850,120975.5426
1851,155339.5714
1852,129577.0369
1853,112471.1265
1854,190266.6874
1855,168536.6878
1856,228628.8216
1857,153229.7754
1858,162129.142
1859,113234.5932
1860,149253.4887
1861,112312.8117
1862,284447.4831
1863,282309.3016
1864,282329.504
1865,310042.2601
1866,309907.0153
1867,260722.871
1868,273931.1344
1869,208112.5472
1870,249187.7227
1871,258966.2536
1872,167024.6598
1873,237976.7798
1874,123420.5849
1875,229298.6625
1876,184960.0368
1877,223657.9684
1878,214831.6149
1879,124844.3247
1880,122690.096
1881,266037.1775
1882,272181.8307
1883,202628.6804
1884,226345.1911
1885,243266.5671
1886,266924.7579
1887,205648.4076
1888,256970.5356
1889,157180.1993
1890,109043.9344
1891,138480.3556
1892,79694.89557
1893,126852.1586
1894,144986.0511
1895,143071.2339
1896,119072.4588
